email_date,email_subject,company,eval_pct,rank,notes,ticker,sell_target_date,status,buy_date,buy_price,sell_date,sell_price,return_pct,end_value_usd,holding_days
2026-07-08,Daily Market Movers: Global Majors & Industry (08 Jul 2026),COMPASS Pathways,8.0,2,,CMPS,2026-08-08,ok,2026-07-08 00:00:00-04:00,13.96500015258789,2026-08-10 00:00:00-04:00,13.180000305175781,-5.62119469269493,0.9437880530730507,33.0
2026-07-08,Daily Market Movers: Global Majors & Industry (08 Jul 2026),Edgewise Therapeutics,7.0,3,,EWTX,2026-08-08,ok,2026-07-08 00:00:00-04:00,46.29999923706055,2026-08-10 00:00:00-04:00,44.58000183105469,-3.7148972664109636,0.9628510273358903,33.0
2026-07-09,Daily Market Movers: Global Majors & Industry (09 Jul 2026),BridgeBio Pharma,15.0,1,,BBIO,2026-08-09,ok,2026-07-09 00:00:00-04:00,90.16999816894531,2026-08-10 00:00:00-04:00,84.66999816894531,-6.09958978783057,0.9390041021216943,32.0
2026-07-09,Daily Market Movers: Global Majors & Industry (09 Jul 2026),Damora Therapeutics,12.0,2,,DAMO,2026-08-09,no_data,,,,,,,
2026-07-10,Weekly Market Movers: Global Majors & Industry (10 Jul 2026),Satellos Bioscience,24.0,1,,MSCL.TO,2026-08-10,ok,2026-07-10 00:00:00-04:00,13.529999732971191,2026-08-10 00:00:00-04:00,13.850000381469727,2.3651193999562845,1.023651193999563,31.0
2026-07-10,Weekly Market Movers: Global Majors & Industry (10 Jul 2026),Kuros Biosciences,12.0,2,,KURN.SW,2026-08-10,ok,2026-07-10 00:00:00+02:00,21.440000534057617,2026-08-10 00:00:00+02:00,22.399999618530273,4.477607558580467,1.0447760755858047,31.0
2026-07-10,Weekly Market Movers: Global Majors & Industry (10 Jul 2026),Inventiva,9.0,3,,IVA.PA,2026-08-10,ok,2026-07-10 00:00:00+02:00,3.7300000190734863,2026-08-10 00:00:00+02:00,4.150000095367432,11.26005560713834,1.1126005560713834,31.0
2026-07-10,Daily Market Movers: Global Majors & Industry (10th Jul 2026),Aardvark Therapeutics,53.0,1,,AARD,2026-08-10,ok,2026-07-10 00:00:00-04:00,7.599999904632568,2026-08-10 00:00:00-04:00,7.559999942779541,-0.5263152941442201,0.9947368470585578,31.0
2026-07-10,Daily Market Movers: Global Majors & Industry (10th Jul 2026),Forte Biosciences,20.0,2,,FBRX,2026-08-10,incomplete,2026-07-10 00:00:00-04:00,43.91999816894531,,,,,
2026-07-10,Daily Market Movers: Global Majors & Industry (10th Jul 2026),Sensei Biotherapeutics,11.0,3,,SNSE,2026-08-10,no_data,,,,,,,
2026-07-13,Weekly Asia Market Movers: Global Majors & Industry (13 Jul 2026),Lin Bioscience,26.0,1,,6464.TWO,2026-08-13,no_data,,,,,,,
2026-07-13,Weekly Asia Market Movers: Global Majors & Industry (13 Jul 2026),Chongqing Lummy Pharmaceutical,25.0,2,,300006.SZ,2026-08-13,ok,2026-07-13 00:00:00+08:00,4.650000095367432,2026-08-13 00:00:00+08:00,5.369999885559082,15.483866138173868,1.1548386613817387,31.0
2026-07-13,Weekly Asia Market Movers: Global Majors & Industry (13 Jul 2026),Suven Life Sciences,14.0,3,,SUVEN.NS,2026-08-13,ok,2026-07-13 00:00:00+05:30,359.54998779296875,2026-08-13 00:00:00+05:30,326.45001220703125,-9.205945406677829,0.9079405459332217,31.0
2026-07-13,Daily Market Movers: Global Majors & Industry (13 Jul 2026),Biogen,5.0,1,,BIIB,2026-08-13,ok,2026-07-13 00:00:00-04:00,209.02999877929688,2026-08-13 00:00:00-04:00,210.64999389648438,0.7750060405913137,1.007750060405913,31.0
2026-07-13,Daily Market Movers: Global Majors & Industry (13 Jul 2026),Wacker-Chemie,4.0,2,,WCH.DE,2026-08-13,ok,2026-07-13 00:00:00+02:00,95.25,2026-08-13 00:00:00+02:00,93.75,-1.574803149606299,0.984251968503937,31.0
2026-07-13,Daily Market Movers: Global Majors & Industry (13 Jul 2026),Denali Therapeutics,3.0,3,,DNLI,2026-08-13,ok,2026-07-13 00:00:00-04:00,26.479999542236328,2026-08-13 00:00:00-04:00,24.81999969482422,-6.268881707359412,0.9373111829264059,31.0
2026-07-14,Daily Market Movers: Global Majors & Industry (14 Jul 2026),AtaiBeckley,14.0,1,,ATAI,2026-08-14,ok,2026-07-14 00:00:00-04:00,5.670000076293945,2026-08-14 00:00:00-04:00,7.260000228881836,28.042330356142685,1.280423303561427,31.0
2026-07-14,Daily Market Movers: Global Majors & Industry (14 Jul 2026),Damora Therapeutics,11.0,2,,DAMO,2026-08-14,no_data,,,,,,,
2026-07-15,Daily Market Movers: Global Majors & Industry (15 Jul 2026),Iovance Biotherapeutics,21.0,1,,IOVA,2026-08-15,ok,2026-07-15 00:00:00-04:00,4.739999771118164,2026-08-17 00:00:00-04:00,7.099999904632568,49.78903475680298,1.4978903475680299,33.0
2026-07-15,Daily Market Movers: Global Majors & Industry (15 Jul 2026),Annexon Biosciences,17.0,2,,ANNX,2026-08-15,ok,2026-07-15 00:00:00-04:00,6.5,2026-08-17 00:00:00-04:00,5.130000114440918,-21.07692131629357,0.7892307868370643,33.0
2026-07-15,Daily Market Movers: Global Majors & Industry (15 Jul 2026),Camurus,17.0,3,,CAMX.ST,2026-08-15,ok,2026-07-15 00:00:00+02:00,615.0,2026-08-17 00:00:00+02:00,615.0,0.0,1.0,33.0
2026-07-16,Daily Market Movers: Global Majors & Industry (16th Jul 2026),AtaiBeckley,34.0,1,,ATAI,2026-08-16,ok,2026-07-16 00:00:00-04:00,7.150000095367432,2026-08-17 00:00:00-04:00,7.239999771118164,1.2587367069973086,1.012587367069973,32.0
2026-07-16,Daily Market Movers: Global Majors & Industry (16th Jul 2026),Abbott Laboratories,11.0,2,,ABT,2026-08-16,ok,2026-07-16 00:00:00-04:00,98.83000183105469,2026-08-17 00:00:00-04:00,110.37000274658203,11.676617122050084,1.1167661712205008,32.0
2026-07-16,Daily Market Movers: Global Majors & Industry (16th Jul 2026),GH Research,8.0,3,,GHRS,2026-08-16,ok,2026-07-16 00:00:00-04:00,29.1299991607666,2026-08-17 00:00:00-04:00,29.979999542236328,2.917955392922014,1.0291795539292201,32.0
2026-07-17,Daily Market Movers: Global Majors & Industry (17th Jul 2026),Orion,13.0,1,,ORNBV.HE,2026-08-17,ok,2026-07-17 00:00:00+03:00,77.4000015258789,2026-08-17 00:00:00+03:00,78.05000305175781,0.8397952365176329,1.0083979523651763,31.0
2026-07-17,Daily Market Movers: Global Majors & Industry (17th Jul 2026),Sellas Life Sciences Group,12.0,2,,SLS,2026-08-17,ok,2026-07-17 00:00:00-04:00,13.1899995803833,2026-08-17 00:00:00-04:00,13.0,-1.4404820805747092,0.9855951791942529,31.0
2026-07-17,Daily Market Movers: Global Majors & Industry (17th Jul 2026),Oruka Therapeutics,12.0,3,,ORKA,2026-08-17,ok,2026-07-17 00:00:00-04:00,92.69999694824219,2026-08-17 00:00:00-04:00,112.66000366210938,21.531831036641343,1.2153183103664134,31.0
2026-07-17,Weekly Market Movers: Global Majors & Industry (17th Jul 2026),AtaiBeckley,39.0,1,,ATAI,2026-08-17,ok,2026-07-17 00:00:00-04:00,7.21999979019165,2026-08-17 00:00:00-04:00,7.239999771118164,0.2770080541232645,1.0027700805412327,31.0
2026-07-17,Weekly Market Movers: Global Majors & Industry (17th Jul 2026),Iovance Biotherapeutics,18.0,2,,IOVA,2026-08-17,ok,2026-07-17 00:00:00-04:00,5.0,2026-08-17 00:00:00-04:00,7.099999904632568,41.99999809265137,1.4199999809265136,31.0
2026-07-17,Weekly Market Movers: Global Majors & Industry (17th Jul 2026),Camurus,13.0,3,,CAMX.ST,2026-08-17,ok,2026-07-17 00:00:00+02:00,628.5,2026-08-17 00:00:00+02:00,615.0,-2.1479713603818613,0.9785202863961814,31.0
2026-07-20,Weekly Asia Market Movers: Global Majors & Industry (20 Jul 2026),HLB Pharmaceutical,31.0,1,,047920.KQ,2026-08-20,ok,2026-07-20 00:00:00+09:00,8060.0,2026-08-20 00:00:00+09:00,8130.0,0.8684863523573202,1.0086848635235732,31.0
2026-07-20,Weekly Asia Market Movers: Global Majors & Industry (20 Jul 2026),Sam Chun Dang Pharm,29.0,2,,300720.KQ,2026-08-20,ok,2026-07-20 00:00:00+09:00,13920.0,2026-08-20 00:00:00+09:00,15170.0,8.979885057471265,1.0897988505747127,31.0
2026-07-20,Weekly Asia Market Movers: Global Majors & Industry (20 Jul 2026),HLB LifeScience,28.0,3,,067630.KQ,2026-08-20,ok,2026-07-20 00:00:00+09:00,2105.0,2026-08-20 00:00:00+09:00,3035.0,44.180522565320665,1.4418052256532066,31.0
2026-07-20,Daily Market Movers: Global Majors & Industry (20 Jul 2026),Sensei Biotherapeutics,9.0,1,,SNSE,2026-08-20,no_data,,,,,,,
2026-07-20,Daily Market Movers: Global Majors & Industry (20 Jul 2026),Nuvation Bio,8.0,2,,NUVB,2026-08-20,ok,2026-07-20 00:00:00-04:00,6.260000228881836,2026-08-20 00:00:00-04:00,6.829999923706055,9.105426101973679,1.0910542610197367,31.0
2026-07-20,Daily Market Movers: Global Majors & Industry (20 Jul 2026),Xencor,8.0,3,,XNCR,2026-08-20,ok,2026-07-20 00:00:00-04:00,18.809999465942383,2026-08-20 00:00:00-04:00,27.0,43.54067393189741,1.435406739318974,31.0
2026-07-21,Daily Market Movers: Global Majors & Industry (21 Jul 2026),Palvella Therapeutics,16.0,1,,PVLA,2026-08-21,ok,2026-07-21 00:00:00-04:00,143.94000244140625,2026-08-21 00:00:00-04:00,142.0399932861328,-1.3200007802187412,0.9867999921978126,31.0
2026-07-21,Daily Market Movers: Global Majors & Industry (21 Jul 2026),Vor Biopharma,15.0,2,,VOR,2026-08-21,ok,2026-07-21 00:00:00-04:00,20.049999237060547,2026-08-21 00:00:00-04:00,23.360000610351562,16.508735657070687,1.165087356570707,31.0
2026-07-21,Daily Market Movers: Global Majors & Industry (21 Jul 2026),Rezolute,14.0,3,,RZLT,2026-08-21,ok,2026-07-21 00:00:00-04:00,5.090000152587891,2026-08-21 00:00:00-04:00,5.090000152587891,0.0,1.0,31.0
2026-07-22,Daily Market Movers: Global Majors & Industry (22 Jul 2026),Nykode Therapeutics,52.0,1,,NYKD.OL,2026-08-22,ok,2026-07-22 00:00:00+02:00,3.109999895095825,2026-08-24 00:00:00+02:00,4.559999942779541,46.62379731813587,1.4662379731813586,33.0
2026-07-22,Daily Market Movers: Global Majors & Industry (22 Jul 2026),Arrowhead Pharmaceuticals,19.0,2,,ARWR,2026-08-22,ok,2026-07-22 00:00:00-04:00,88.69999694824219,2026-08-24 00:00:00-04:00,86.7300033569336,-2.2209624115975055,0.977790375884025,33.0
2026-07-22,Daily Market Movers: Global Majors & Industry (22 Jul 2026),Forte Biosciences,12.0,3,,FBRX,2026-08-22,ok,2026-08-24 00:00:00-04:00,76.94999694824219,2026-08-24 00:00:00-04:00,76.94999694824219,0.0,1.0,0.0
2026-07-23,Daily Market Movers: Global Majors & Industry (23rd Jul 2026),MBX Biosciences,9.0,1,,MBX,2026-08-23,ok,2026-07-23 00:00:00-04:00,63.56999969482422,2026-08-24 00:00:00-04:00,66.38999938964844,4.436054284036467,1.0443605428403646,32.0
2026-07-23,Daily Market Movers: Global Majors & Industry (23rd Jul 2026),Thermo Fisher Scientific,9.0,2,,TMO,2026-08-23,ok,2026-07-23 00:00:00-04:00,572.3200073242188,2026-08-24 00:00:00-04:00,628.739990234375,9.858118218501206,1.098581182185012,32.0
2026-07-23,Daily Market Movers: Global Majors & Industry (23rd Jul 2026),Quest Diagnostics,9.0,3,,DGX,2026-08-23,ok,2026-07-23 00:00:00-04:00,227.89999389648438,2026-08-24 00:00:00-04:00,243.8699951171875,7.007460135324505,1.070074601353245,32.0
2026-07-24,Weekly Market Movers: Global Majors & Industry (24 Jul 2026),Hansa Biopharma,22.0,1,,HNSA.ST,2026-08-24,ok,2026-07-24 00:00:00+02:00,39.41999816894531,2026-08-24 00:00:00+02:00,41.84000015258789,6.139021045285162,1.0613902104528516,31.0
2026-07-24,Weekly Market Movers: Global Majors & Industry (24 Jul 2026),Circio,20.0,2,,CRNA.ST,2026-08-24,no_data,,,,,,,
2026-07-24,Weekly Market Movers: Global Majors & Industry (24 Jul 2026),Agenus,19.0,3,,AGEN,2026-08-24,ok,2026-07-24 00:00:00-04:00,5.980000019073486,2026-08-24 00:00:00-04:00,7.670000076293945,28.260870431941903,1.282608704319419,31.0
2026-07-24,Daily Market Movers: Global Majors & Industry (24 Jul 2026),CapForce,131.0,1,,CAPS,2026-08-24,ok,2026-07-24 00:00:00-04:00,0.23000000417232513,2026-08-24 00:00:00-04:00,0.1899999976158142,-17.39130688299524,0.8260869311700476,31.0
2026-07-24,Daily Market Movers: Global Majors & Industry (24 Jul 2026),Hansa Biopharma,28.0,2,,HNSA.ST,2026-08-24,ok,2026-07-24 00:00:00+02:00,39.41999816894531,2026-08-24 00:00:00+02:00,41.84000015258789,6.139021045285162,1.0613902104528516,31.0
2026-07-24,Daily Market Movers: Global Majors & Industry (24 Jul 2026),ORIC Pharmaceuticals,11.0,3,,ORIC,2026-08-24,ok,2026-07-24 00:00:00-04:00,12.100000381469727,2026-08-24 00:00:00-04:00,13.460000038146973,11.239666229762992,1.11239666229763,31.0
2026-07-27,Weekly Asia Market Movers: Global Majors & Industry (27 Jul 2026),Genscript Biotech,20.0,1,,1548.HK,2026-08-27,ok,2026-07-27 00:00:00+08:00,16.81999969482422,2026-08-27 00:00:00+08:00,35.47999954223633,110.93935901291418,2.109393590129142,31.0
2026-07-27,Weekly Asia Market Movers: Global Majors & Industry (27 Jul 2026),Peptron,19.0,2,,087010.KQ,2026-08-27,ok,2026-07-27 00:00:00+09:00,128900.0,2026-08-27 00:00:00+09:00,188200.0,46.004654771140416,1.4600465477114042,31.0
2026-07-27,Weekly Asia Market Movers: Global Majors & Industry (27 Jul 2026),Mezzion Pharma,18.0,3,,140410.KQ,2026-08-27,ok,2026-07-27 00:00:00+09:00,60600.0,2026-08-27 00:00:00+09:00,66400.0,9.570957095709572,1.0957095709570956,31.0
2026-07-27,Daily Market Movers: Global Majors & Industry (27 Jul 2026),Zenas BioPharma,8.0,1,,ZBIO,2026-08-27,ok,2026-07-27 00:00:00-04:00,32.81999969482422,2026-08-27 00:00:00-04:00,32.619998931884766,-0.6093868519169843,0.9939061314808302,31.0
2026-07-27,Daily Market Movers: Global Majors & Industry (27 Jul 2026),Shiseido,8.0,2,,4911.T,2026-08-27,ok,2026-07-27 00:00:00+09:00,3277.0,2026-08-27 00:00:00+09:00,3699.0,12.877631980469943,1.1287763198046994,31.0
2026-07-27,Daily Market Movers: Global Majors & Industry (27 Jul 2026),Idorsia,8.0,3,,IDIA.SW,2026-08-27,ok,2026-07-27 00:00:00+02:00,6.630000114440918,2026-08-27 00:00:00+02:00,5.75,-13.273003005296705,0.867269969947033,31.0
2026-07-28,Daily Market Movers: Global Majors & Industry (28 Jul 2026),Kiniksa Pharmaceuticals,25.0,1,,KNSA,2026-08-28,ok,2026-07-28 00:00:00-04:00,79.44000244140625,2026-08-28 00:00:00-04:00,78.08000183105469,-1.7119846029142287,0.9828801539708577,31.0
2026-07-28,Daily Market Movers: Global Majors & Industry (28 Jul 2026),Repligen,11.0,2,,RGEN,2026-08-28,ok,2026-07-28 00:00:00-04:00,145.33999633789062,2026-08-28 00:00:00-04:00,176.27000427246094,21.281139888474566,1.2128113988847455,31.0
2026-07-28,Daily Market Movers: Global Majors & Industry (28 Jul 2026),Incyte,9.0,3,,INCY,2026-08-28,ok,2026-07-28 00:00:00-04:00,129.92999267578125,2026-08-28 00:00:00-04:00,124.37000274658203,-4.279219766503991,0.9572078023349601,31.0
2026-07-29,Daily Market Movers: Global Majors & Industry (29 Jul 2026),NeoGenomics,14.0,1,,NEO,2026-08-29,ok,2026-07-29 00:00:00-04:00,15.270000457763672,2026-08-31 00:00:00-04:00,17.90999984741211,17.28879705636284,1.1728879705636284,33.0
2026-07-29,Daily Market Movers: Global Majors & Industry (29 Jul 2026),GE HealthCare,12.0,2,,GEHC,2026-08-29,ok,2026-07-29 00:00:00-04:00,71.9000015258789,2026-08-31 00:00:00-04:00,71.2300033569336,-0.9318472249324787,0.9906815277506752,33.0
2026-07-30,Daily Market Movers: Global Majors & Industry (30th Jul 2026),Bausch Health Companies,30.0,1,,BHC,2026-08-30,ok,2026-07-30 00:00:00-04:00,6.03000020980835,2026-08-31 00:00:00-04:00,6.369999885559082,5.638468721737218,1.056384687217372,32.0
2026-07-30,Daily Market Movers: Global Majors & Industry (30th Jul 2026),Corcept Therapeutics,27.0,2,,CORT,2026-08-30,ok,2026-07-30 00:00:00-04:00,118.31999969482422,2026-08-31 00:00:00-04:00,113.3499984741211,-4.2004743352957705,0.9579952566470423,32.0
2026-07-30,Daily Market Movers: Global Majors & Industry (30th Jul 2026),Agenus,19.0,3,,AGEN,2026-08-30,ok,2026-07-30 00:00:00-04:00,7.909999847412109,2026-08-31 00:00:00-04:00,7.610000133514404,-3.7926639656744756,0.9620733603432552,32.0
2026-07-31,Daily Market Movers: Global Majors & Industry (31 Jul 2026),Replimune,107.0,1,,REPL,2026-08-31,ok,2026-07-31 00:00:00-04:00,11.199999809265137,2026-08-31 00:00:00-04:00,15.300000190734863,36.60714688653856,1.3660714688653854,31.0
2026-07-31,Daily Market Movers: Global Majors & Industry (31 Jul 2026),Alvotech,15.0,2,,ALVO,2026-08-31,ok,2026-07-31 00:00:00-04:00,4.119999885559082,2026-08-31 00:00:00-04:00,5.190000057220459,25.97087867433711,1.2597087867433712,31.0
2026-07-31,Daily Market Movers: Global Majors & Industry (31 Jul 2026),Bausch Health Companies,14.0,3,,BHC,2026-08-31,ok,2026-07-31 00:00:00-04:00,6.889999866485596,2026-08-31 00:00:00-04:00,6.369999885559082,-7.547169680741253,0.9245283031925875,31.0
2026-07-31,Weekly Market Movers: Global Majors & Industry (31 Jul 2026),Bausch Health Companies,56.0,1,,BHC,2026-08-31,ok,2026-07-31 00:00:00-04:00,6.889999866485596,2026-08-31 00:00:00-04:00,6.369999885559082,-7.547169680741253,0.9245283031925875,31.0
2026-07-31,Weekly Market Movers: Global Majors & Industry (31 Jul 2026),Forte Biosciences,40.0,2,,FBRX,2026-08-31,incomplete,2026-08-24 00:00:00-04:00,76.94999694824219,,,,,
2026-07-31,Weekly Market Movers: Global Majors & Industry (31 Jul 2026),Alvotech,35.0,3,,ALVO,2026-08-31,ok,2026-07-31 00:00:00-04:00,4.119999885559082,2026-08-31 00:00:00-04:00,5.190000057220459,25.97087867433711,1.2597087867433712,31.0
2026-08-03,Daily Market Movers: Global Majors & Industry (03 Aug 2026),Sellas Life Sciences Group,12.0,1,,SLS,2026-09-03,ok,2026-08-03 00:00:00-04:00,11.220000267028809,2026-09-03 00:00:00-04:00,13.699999809265137,22.103382203332707,1.221033822033327,31.0
2026-08-03,Daily Market Movers: Global Majors & Industry (03 Aug 2026),Twist Bioscience,10.0,2,,TWST,2026-09-03,ok,2026-08-03 00:00:00-04:00,101.05999755859375,2026-09-03 00:00:00-04:00,128.7100067138672,27.35999388802893,1.2735999388802894,31.0
2026-08-03,Daily Market Movers: Global Majors & Industry (03 Aug 2026),AxoGen,8.0,3,,AXGN,2026-09-03,ok,2026-08-03 00:00:00-04:00,45.72999954223633,2026-09-03 00:00:00-04:00,47.099998474121094,2.9958428725096127,1.029958428725096,31.0
2026-08-03,Weekly Asia Market Movers: Global Majors & Industry (03 Aug 2026),Peptron,29.0,1,,087010.KQ,2026-09-03,ok,2026-08-03 00:00:00+09:00,166100.0,2026-09-03 00:00:00+09:00,146600.0,-11.739915713425647,0.8826008428657435,31.0
2026-08-03,Weekly Asia Market Movers: Global Majors & Industry (03 Aug 2026),Neuren Pharmaceuticals,11.0,2,,NEU.AX,2026-09-03,ok,2026-08-03 00:00:00+10:00,18.59000015258789,2026-09-03 00:00:00+10:00,20.56999969482422,10.650885024122472,1.1065088502412248,31.0
2026-08-03,Weekly Asia Market Movers: Global Majors & Industry (03 Aug 2026),Fosun International,10.0,3,,0656.HK,2026-09-03,ok,2026-08-03 00:00:00+08:00,4.739999771118164,2026-09-03 00:00:00+08:00,5.119999885559082,8.016880438609727,1.0801688043860973,31.0
2026-08-04,Daily Market Movers: Global Majors & Industry (04 Aug 2026),Edgewise Therapeutics,17.0,1,,EWTX,2026-09-04,ok,2026-08-04 00:00:00-04:00,44.70500183105469,2026-09-04 00:00:00-04:00,43.06999969482422,-3.657313654542122,0.9634268634545787,31.0
2026-08-04,Daily Market Movers: Global Majors & Industry (04 Aug 2026),Septerna,12.0,2,,SEPN,2026-09-04,ok,2026-08-04 00:00:00-04:00,38.97999954223633,2026-09-04 00:00:00-04:00,36.75,-5.720881396676359,0.9427911860332364,31.0
2026-08-04,Daily Market Movers: Global Majors & Industry (04 Aug 2026),Spyre Therapeutics,11.0,3,,SYRE,2026-09-04,ok,2026-08-04 00:00:00-04:00,104.94000244140625,2026-09-04 00:00:00-04:00,88.9800033569336,-15.20868945413261,0.8479131054586739,31.0
2026-08-05,Daily Market Movers: Global Majors & Industry (05th Aug 2026),UroGen Pharma,17.0,1,,URGN,2026-09-05,incomplete,2026-08-05 00:00:00-04:00,46.43000030517578,,,,,
2026-08-05,Daily Market Movers: Global Majors & Industry (05th Aug 2026),Twist Bioscience,16.0,2,,TWST,2026-09-05,incomplete,2026-08-05 00:00:00-04:00,115.01000213623047,,,,,
2026-08-05,Daily Market Movers: Global Majors & Industry (05th Aug 2026),Travere Therapeutics,12.0,3,,TVTX,2026-09-05,incomplete,2026-08-05 00:00:00-04:00,62.7599983215332,,,,,
2026-08-07,Weekly Market Movers: Global Majors & Industry (07 Aug 2026),Iovance Biotherapeutics,56.0,1,,IOVA,2026-09-07,incomplete,2026-08-07 00:00:00-04:00,6.340000152587891,,,,,
2026-08-07,Weekly Market Movers: Global Majors & Industry (07 Aug 2026),Helus Pharma,49.0,2,,HLS,2026-09-07,no_data,,,,,,,
2026-08-07,Weekly Market Movers: Global Majors & Industry (07 Aug 2026),Caris Life Sciences,45.0,3,,CAI,2026-09-07,incomplete,2026-08-07 00:00:00-04:00,22.739999771118164,,,,,
2026-08-07,Daily Market Movers: Global Majors & Industry (07 Aug 2026),Natera,21.0,1,,NTRA,2026-09-07,incomplete,2026-08-07 00:00:00-04:00,322.1000061035156,,,,,
2026-08-07,Daily Market Movers: Global Majors & Industry (07 Aug 2026),ROHTO Pharmaceutical,21.0,2,,4527.T,2026-09-07,incomplete,2026-08-07 00:00:00+09:00,2862.5,,,,,
2026-08-07,Daily Market Movers: Global Majors & Industry (07 Aug 2026),Halozyme Therapeutics,20.0,3,,HALO,2026-09-07,incomplete,2026-08-07 00:00:00-04:00,103.12000274658203,,,,,
2026-08-10,Daily Market Movers: Global Majors & Industry (10th Aug 2026),AbCellera Biologics,35.0,1,,ABCL,2026-09-10,incomplete,2026-08-10 00:00:00-04:00,9.34000015258789,,,,,
2026-08-10,Daily Market Movers: Global Majors & Industry (10th Aug 2026),Olympus,10.0,2,,7733.T,2026-09-10,incomplete,2026-08-10 00:00:00+09:00,2098.5,,,,,
2026-08-10,Weekly Asia Market Movers: Global Majors & Industry (10 Aug 2026),Qurient Therapeutics,57.0,1,,115180.KQ,2026-09-10,incomplete,2026-08-10 00:00:00+09:00,27000.0,,,,,
2026-08-10,Weekly Asia Market Movers: Global Majors & Industry (10 Aug 2026),Genscript Biotech,48.0,2,,1548.HK,2026-09-10,incomplete,2026-08-10 00:00:00+08:00,24.15999984741211,,,,,
2026-08-10,Weekly Asia Market Movers: Global Majors & Industry (10 Aug 2026),DNA Link,46.0,3,,144510.KQ,2026-09-10,incomplete,2026-08-10 00:00:00+09:00,15350.0,,,,,
2026-08-11,Daily Market Movers: Global Majors & Industry (11 Aug 2026),Belite Bio,6.0,1,,BLTE,2026-09-11,incomplete,2026-08-11 00:00:00-04:00,177.5800018310547,,,,,
2026-08-11,Daily Market Movers: Global Majors & Industry (11 Aug 2026),Legend Biotech,6.0,2,,LEGN,2026-09-11,incomplete,2026-08-11 00:00:00-04:00,21.829999923706055,,,,,
2026-08-11,Daily Market Movers: Global Majors & Industry (11 Aug 2026),GeneDx (USA),5.0,3,,GDYN,2026-09-11,incomplete,2026-08-11 00:00:00-04:00,7.769999980926514,,,,,
2026-08-12,Daily Market Movers: Global Majors & Industry (12th Aug 2026),Immunome,7.0,1,,IMNM,2026-09-12,incomplete,2026-08-12 00:00:00-04:00,27.989999771118164,,,,,
2026-08-12,Daily Market Movers: Global Majors & Industry (12th Aug 2026),Sellas Life Sciences Group,7.0,2,,SLS,2026-09-12,incomplete,2026-08-12 00:00:00-04:00,11.770000457763672,,,,,
2026-08-12,Daily Market Movers: Global Majors & Industry (12th Aug 2026),AbCellera Biologics,6.0,3,,ABCL,2026-09-12,incomplete,2026-08-12 00:00:00-04:00,10.354999542236328,,,,,
2026-08-13,Daily Market Movers: Global Majors & Industry (13 Aug 2026),Omeros,26.0,1,,OMER,2026-09-13,incomplete,2026-08-13 00:00:00-04:00,17.350000381469727,,,,,
2026-08-13,Daily Market Movers: Global Majors & Industry (13 Aug 2026),Unitika,23.0,2,,3103.T,2026-09-13,incomplete,2026-08-13 00:00:00+09:00,1350.0,,,,,
2026-08-13,Daily Market Movers: Global Majors & Industry (13 Aug 2026),Oncolys BioPharma,17.0,3,,4588.T,2026-09-13,incomplete,2026-08-13 00:00:00+09:00,3370.0,,,,,
2026-08-14,Weekly Market Movers: Global Majors & Industry (14 Aug 2026),AbCellera Biologics,64.0,1,,ABCL,2026-09-14,incomplete,2026-08-14 00:00:00-04:00,11.380000114440918,,,,,
2026-08-14,Weekly Market Movers: Global Majors & Industry (14 Aug 2026),Inovio Pharmaceuticals,63.0,2,,INO,2026-09-14,incomplete,2026-08-14 00:00:00-04:00,1.090000033378601,,,,,
2026-08-14,Weekly Market Movers: Global Majors & Industry (14 Aug 2026),Capricor Therapeutics,62.0,3,,CAPR,2026-09-14,incomplete,2026-08-14 00:00:00-04:00,6.650000095367432,,,,,
2026-08-14,Daily Market Movers: Global Majors & Industry (14 Aug 2026),Sagimet Biosciences,14.0,1,,SGMT,2026-09-14,incomplete,2026-08-14 00:00:00-04:00,10.550000190734863,,,,,
2026-08-14,Daily Market Movers: Global Majors & Industry (14 Aug 2026),Iovance Biotherapeutics,7.0,2,,IOVA,2026-09-14,incomplete,2026-08-14 00:00:00-04:00,6.980000019073486,,,,,
2026-08-14,Daily Market Movers: Global Majors & Industry (14 Aug 2026),Celcuity,6.0,3,,CELC,2026-09-14,incomplete,2026-08-14 00:00:00-04:00,92.0,,,,,
2026-08-17,Weekly Asia Market Movers: Global Majors & Industry (17 Aug 2026),Lin Bioscience,32.0,1,,6464.TWO,2026-09-17,no_data,,,,,,,
2026-08-17,Weekly Asia Market Movers: Global Majors & Industry (17 Aug 2026),Marksans Pharma,22.0,2,,MARKSANS.NS,2026-09-17,incomplete,2026-08-17 00:00:00+05:30,330.5377502441406,,,,,
2026-08-17,Weekly Asia Market Movers: Global Majors & Industry (17 Aug 2026),Holy Stone Enterprise,17.0,3,,3026.TW,2026-09-17,incomplete,2026-08-17 00:00:00+08:00,689.0,,,,,
2026-08-18,Daily Market Movers: Global Majors & Industry (18 Aug 2026),Amylyx Pharmaceuticals,64.0,1,,AMLX,2026-09-18,incomplete,2026-08-18 00:00:00-04:00,35.11000061035156,,,,,
2026-08-18,Daily Market Movers: Global Majors & Industry (18 Aug 2026),Haemonetics,16.0,2,,HAE,2026-09-18,incomplete,2026-08-18 00:00:00-04:00,104.6500015258789,,,,,
