email_date,email_subject,rank,company,eval_pct,notes,ticker,hold_months,sell_target_date,status,buy_date,buy_price,sell_date,sell_price,return_pct,end_value_usd,holding_days,error
2026-04-23,Daily Market Movers: Global Majors & Industry (23 Apr 2026),10,COMPASS Pathways,5.0,,CMPS,1,2026-05-23,ok,2026-04-23 00:00:00-04:00,9.149999618530273,2026-05-26 00:00:00-04:00,12.225000381469727,33.606567116265936,1.3360656711626593,33.0,
2026-04-24,Weekly Market Movers: Global Majors & Industry (24 Apr 2026),1,Inhibrx Biosciences,46.0,"22 Apr: Company announces updated interim data from its phase I/II study evaluating Ozekibart in combination with Folfiri in patients with locally advanced or metastatic, unresectable colorectal cancer. Furthermore, Stifel raises the price target to $300 from $150 while maintaining a &quot;buy&quot; rating.",INBX,1,2026-05-24,ok,2026-04-24 00:00:00-04:00,129.05999755859375,2026-05-26 00:00:00-04:00,106.8499984741211,-17.209049670397857,0.8279095032960214,32.0,
2026-04-24,Daily Market Movers: Global Majors & Industry (24 Apr 2026),1,Organon,31.0,24 Apr: Shares rise after media reports indicated that Sun Pharmaceutical Industries is moving ahead with its biggest-ever M&amp;A deal by submitting a $13bn binding offer.,OGN,1,2026-05-24,ok,2026-04-24 00:00:00-04:00,11.226741790771484,2026-05-26 00:00:00-04:00,13.390451431274414,19.272819138688348,1.1927281913868835,32.0,
2026-04-24,Weekly Market Movers: Global Majors & Industry (24 Apr 2026),2,COMPASS Pathways,44.0,,CMPS,1,2026-05-24,ok,2026-04-24 00:00:00-04:00,9.579999923706055,2026-05-26 00:00:00-04:00,12.225000381469727,27.609608338498237,1.2760960833849824,32.0,
2026-04-24,Daily Market Movers: Global Majors & Industry (24 Apr 2026),2,Denka Company,8.0,,4061.T,1,2026-05-24,ok,2026-04-24 00:00:00+09:00,4084.0,2026-05-25 00:00:00+09:00,3909.0,-4.285014691478942,0.9571498530852106,31.0,
2026-04-24,Weekly Market Movers: Global Majors & Industry (24 Apr 2026),3,Crescent Biopharma,17.0,,CBIO,1,2026-05-24,ok,2026-04-24 00:00:00-04:00,24.799999237060547,2026-05-26 00:00:00-04:00,20.350000381469727,-17.943544324553223,0.8205645567544677,32.0,
2026-04-24,Daily Market Movers: Global Majors & Industry (24 Apr 2026),3,GH Research,8.0,,GHRS,1,2026-05-24,ok,2026-04-24 00:00:00-04:00,20.25,2026-05-26 00:00:00-04:00,23.149999618530273,14.32098577051987,1.1432098577051988,32.0,
2026-04-24,Weekly Market Movers: Global Majors & Industry (24 Apr 2026),4,Organon,15.0,24 Apr: Shares climb after media reports indicated that India���s Sun Pharmaceutical Industries is moving ahead with its biggest-ever M&amp;A deal by submitting a $13B binding offer.,OGN,1,2026-05-24,ok,2026-04-24 00:00:00-04:00,11.226741790771484,2026-05-26 00:00:00-04:00,13.390451431274414,19.272819138688348,1.1927281913868835,32.0,
2026-04-24,Daily Market Movers: Global Majors & Industry (24 Apr 2026),4,Celcuity,7.0,,CELC,1,2026-05-24,ok,2026-04-24 00:00:00-04:00,121.02999877929688,2026-05-26 00:00:00-04:00,134.25999450683594,10.931170669235895,1.109311706692359,32.0,
2026-04-24,Daily Market Movers: Global Majors & Industry (24 Apr 2026),5,Green Thumb Industries,7.0,24 Apr: Shares rise a day after company announces an additional $100m share repurchase program.,GTBIF,1,2026-05-24,ok,2026-04-24 00:00:00-04:00,7.2820000648498535,2026-05-26 00:00:00-04:00,7.5,2.993682136895743,1.0299368213689575,32.0,
2026-04-24,Weekly Market Movers: Global Majors & Industry (24 Apr 2026),5,AtaiBeckley,15.0,,ATAI,1,2026-05-24,ok,2026-04-24 00:00:00-04:00,4.630000114440918,2026-05-26 00:00:00-04:00,4.289999961853027,-7.343415641123506,0.9265658435887649,32.0,
2026-04-24,Weekly Market Movers: Global Majors & Industry (24 Apr 2026),6,NIOX,15.0,,NIOX.L,1,2026-05-24,ok,2026-04-24 00:00:00+01:00,65.98339080810547,2026-05-26 00:00:00+01:00,59.0,-10.583558563115888,0.8941644143688411,32.0,
2026-04-24,Daily Market Movers: Global Majors & Industry (24 Apr 2026),6,Sartorius,5.0,,SRT3.DE,1,2026-05-24,ok,2026-04-24 00:00:00+02:00,217.10000610351562,2026-05-25 00:00:00+02:00,234.5,8.014736714557195,1.080147367145572,31.0,
2026-04-24,Weekly Market Movers: Global Majors & Industry (24 Apr 2026),7,Erasca,13.0,,ERAS,1,2026-05-24,ok,2026-04-24 00:00:00-04:00,21.489999771118164,2026-05-26 00:00:00-04:00,11.5,-46.48673744773319,0.535132625522668,32.0,
2026-04-24,Daily Market Movers: Global Majors & Industry (24 Apr 2026),7,Pharvaris,5.0,,PHVS,1,2026-05-24,ok,2026-04-24 00:00:00-04:00,28.6299991607666,2026-05-26 00:00:00-04:00,29.8799991607666,4.366049726305789,1.0436604972630579,32.0,
2026-04-24,Daily Market Movers: Global Majors & Industry (24 Apr 2026),8,Praxis Precision Medicines,5.0,,PRAX,1,2026-05-24,ok,2026-04-24 00:00:00-04:00,344.82000732421875,2026-05-26 00:00:00-04:00,350.6000061035156,1.676236487595165,1.0167623648759516,32.0,
2026-04-24,Weekly Market Movers: Global Majors & Industry (24 Apr 2026),8,Evolus,13.0,,EOLS,1,2026-05-24,ok,2026-04-24 00:00:00-04:00,5.300000190734863,2026-05-26 00:00:00-04:00,6.25,17.924524058053212,1.179245240580532,32.0,
2026-04-24,Daily Market Movers: Global Majors & Industry (24 Apr 2026),9,Precigen,5.0,,PGEN,1,2026-05-24,ok,2026-04-24 00:00:00-04:00,4.130000114440918,2026-05-26 00:00:00-04:00,4.239999771118164,2.663429869956235,1.0266342986995622,32.0,
2026-04-24,Weekly Market Movers: Global Majors & Industry (24 Apr 2026),9,Legend Biotech,13.0,,LEGN,1,2026-05-24,ok,2026-04-24 00:00:00-04:00,23.899999618530273,2026-05-26 00:00:00-04:00,29.530000686645508,23.556490200736874,1.2355649020073687,32.0,
2026-04-24,Weekly Market Movers: Global Majors & Industry (24 Apr 2026),10,Armata Pharmaceuticals,12.0,,ARMP,1,2026-05-24,ok,2026-04-24 00:00:00-04:00,12.920000076293945,2026-05-26 00:00:00-04:00,8.170000076293945,-36.76470566525353,0.6323529433474647,32.0,
2026-04-24,Daily Market Movers: Global Majors & Industry (24 Apr 2026),10,Bio-Techne,4.0,,TECH,1,2026-05-24,ok,2026-04-24 00:00:00-04:00,54.03004455566406,2026-05-26 00:00:00-04:00,47.916934967041016,-11.314278266650438,0.8868572173334957,32.0,
2026-04-27,Weekly Asia Market Movers: Global Majors & Industry (27 Apr 2026),1,STCube,21.0,,066790.KQ,1,2026-05-27,ok,2026-04-27 00:00:00+09:00,1493.0,2026-05-27 00:00:00+09:00,1493.0,0.0,1.0,30.0,
2026-04-27,Daily Market Movers: Global Majors & Industry (27 Apr 2026),1,Sagimet Biosciences,39.0,"27 Apr: Company announces the pricing of an underwritten offering of its Series A common stock at a price of $6.00 per share, with gross proceedings expected to be $175m.",SGMT,1,2026-05-27,ok,2026-04-27 00:00:00-04:00,8.119999885559082,2026-05-27 00:00:00-04:00,7.21999979019165,-11.083745173051371,0.8891625482694863,30.0,
2026-04-27,Daily Market Movers: Global Majors & Industry (27 Apr 2026),2,Absci,23.0,,ABSI,1,2026-05-27,ok,2026-04-27 00:00:00-04:00,4.849999904632568,2026-05-27 00:00:00-04:00,5.159999847412109,6.3917515231998,1.063917515231998,30.0,
2026-04-27,Weekly Asia Market Movers: Global Majors & Industry (27 Apr 2026),2,Frontier Biotechnologies,19.0,,688221.SS,1,2026-05-27,ok,2026-04-27 00:00:00+08:00,22.739999771118164,2026-05-27 00:00:00+08:00,21.389999389648438,-5.936677199022437,0.9406332280097757,30.0,
2026-04-27,Weekly Asia Market Movers: Global Majors & Industry (27 Apr 2026),3,OliX Pharmaceuticals,13.0,,226950.KQ,1,2026-05-27,ok,2026-04-27 00:00:00+09:00,196500.0,2026-05-27 00:00:00+09:00,177200.0,-9.821882951653944,0.9017811704834605,30.0,
2026-04-27,Daily Market Movers: Global Majors & Industry (27 Apr 2026),3,Organon,17.0,27 Apr: Sun Pharmaceutical Industries announces it will acquire company in an all-cash transaction at a valuation of $11.75bn.,OGN,1,2026-05-27,ok,2026-04-27 00:00:00-04:00,13.121129035949707,2026-05-27 00:00:00-04:00,13.360495567321777,1.8242830378105872,1.018242830378106,30.0,
2026-04-27,Weekly Asia Market Movers: Global Majors & Industry (27 Apr 2026),4,Medipost,12.0,,078160.KQ,1,2026-05-27,ok,2026-04-27 00:00:00+09:00,26900.0,2026-05-27 00:00:00+09:00,13540.0,-49.66542750929368,0.5033457249070632,30.0,
2026-04-27,Daily Market Movers: Global Majors & Industry (27 Apr 2026),4,Green Thumb Industries,14.0,,GTBIF,1,2026-05-27,ok,2026-04-27 00:00:00-04:00,8.289999961853027,2026-05-27 00:00:00-04:00,7.579999923706055,-8.564536084608973,0.9143546391539102,30.0,
2026-04-27,Daily Market Movers: Global Majors & Industry (27 Apr 2026),5,AnaptysBio,13.0,27 Apr: Delaware Chancery Court rules in favour of company by dismissing Tesaro���s anticipatory breach claim.,ANAB,1,2026-05-27,ok,2026-04-27 00:00:00-04:00,66.58999633789062,2026-05-27 00:00:00-04:00,57.689998626708984,-13.365367473548604,0.8663463252645139,30.0,
2026-04-27,Weekly Asia Market Movers: Global Majors & Industry (27 Apr 2026),5,Caregen,11.0,,214370.KQ,1,2026-05-27,ok,2026-04-27 00:00:00+09:00,109160.9921875,2026-05-27 00:00:00+09:00,93011.1484375,-14.794519018533908,0.852054809814661,30.0,
2026-04-27,Weekly Asia Market Movers: Global Majors & Industry (27 Apr 2026),6,Strides Pharma Science,10.0,,STAR.NS,1,2026-05-27,ok,2026-04-27 00:00:00+05:30,1093.4300537109375,2026-05-27 00:00:00+05:30,1149.0196533203125,5.08396485177193,1.0508396485177194,30.0,
2026-04-27,Daily Market Movers: Global Majors & Industry (27 Apr 2026),6,XOMA Royalty,11.0,27 Apr: Company announces that it will acquired by Ligand Pharmaceuticals for a total equity value of $739m.,XOMA,1,2026-05-27,no_data,,,,,,,,
2026-04-27,Daily Market Movers: Global Majors & Industry (27 Apr 2026),7,Oruka Therapeutics,11.0,27 Apr: Company announces positive data from its phase IIa EVERLAST-A trial evaluating ORKA-001 in moderate to severe plaque psoriasis.,ORKA,1,2026-05-27,ok,2026-04-27 00:00:00-04:00,76.38999938964844,2026-05-27 00:00:00-04:00,57.9900016784668,-24.086919568263557,0.7591308043173645,30.0,
2026-04-27,Weekly Asia Market Movers: Global Majors & Industry (27 Apr 2026),7,Jubilant Ingrevia,10.0,,JUBLINGREA.NS,1,2026-05-27,ok,2026-04-27 00:00:00+05:30,732.135009765625,2026-05-27 00:00:00+05:30,678.166748046875,-7.3713537802305895,0.9262864621976941,30.0,
2026-04-27,Daily Market Movers: Global Majors & Industry (27 Apr 2026),8,Sellas Life Sciences Group,9.0,,SLS,1,2026-05-27,ok,2026-04-27 00:00:00-04:00,4.880000114440918,2026-05-27 00:00:00-04:00,8.579999923706055,75.81966644459865,1.7581966644459865,30.0,
2026-04-27,Weekly Asia Market Movers: Global Majors & Industry (27 Apr 2026),8,Denka Company,10.0,,4061.T,1,2026-05-27,ok,2026-04-27 00:00:00+09:00,3957.0,2026-05-27 00:00:00+09:00,4004.0,1.18776851149861,1.011877685114986,30.0,
2026-04-27,Daily Market Movers: Global Majors & Industry (27 Apr 2026),9,Omeros,9.0,,OMER,1,2026-05-27,ok,2026-04-27 00:00:00-04:00,14.739999771118164,2026-05-27 00:00:00-04:00,11.069999694824219,-24.898236996482275,0.7510176300351772,30.0,
2026-04-27,Weekly Asia Market Movers: Global Majors & Industry (27 Apr 2026),9,Marksans Pharma,9.0,,MARKSANS.NS,1,2026-05-27,ok,2026-04-27 00:00:00+05:30,191.59121704101562,2026-05-27 00:00:00+05:30,248.5839385986328,29.74704291659479,1.2974704291659478,30.0,
2026-04-27,Daily Market Movers: Global Majors & Industry (27 Apr 2026),10,Beam Therapeutics,8.0,,BEAM,1,2026-05-27,ok,2026-04-27 00:00:00-04:00,29.165000915527344,2026-05-27 00:00:00-04:00,31.889999389648438,9.343385525732366,1.0934338552573237,30.0,
2026-04-27,Weekly Asia Market Movers: Global Majors & Industry (27 Apr 2026),10,Dr. Reddy's Laboratories,8.0,,DRREDDY.NS,1,2026-05-27,ok,2026-04-27 00:00:00+05:30,1326.09033203125,2026-05-27 00:00:00+05:30,1310.6881103515625,-1.161476055412833,0.9883852394458716,30.0,
2026-04-28,Daily Market Movers: Global Majors & Industry (28 Apr 2026),1,Kiniksa Pharmaceuticals,23.0,"29 Apr: Company reports Q1'26 results: Total revenue of $214.3m, compared to $137.8m for Q1'25; full-year revenue guidance raised to $930-945m.",KNSA,1,2026-05-28,ok,2026-04-28 00:00:00-04:00,53.849998474121094,2026-05-28 00:00:00-04:00,50.84000015258789,-5.589597784259418,0.9441040221574059,30.0,
2026-04-28,Daily Market Movers: Global Majors & Industry (28 Apr 2026),2,Revolution Medicines,10.0,29 Apr: Truist Financial upgrades company to &quot;strong-buy&quot; and maintains price target,RVMD,1,2026-05-28,ok,2026-04-28 00:00:00-04:00,144.8300018310547,2026-05-28 00:00:00-04:00,154.6300048828125,6.766555912351359,1.0676655591235136,30.0,
2026-04-28,Daily Market Movers: Global Majors & Industry (28 Apr 2026),3,WAVE Life Sciences,8.0,29 Apr: Company reports Q1'26 results: Revenue of $38.3m significantly compared to $9.2m in the prior year quarter.,WVE,1,2026-05-28,ok,2026-04-28 00:00:00-04:00,7.519999980926514,2026-05-28 00:00:00-04:00,6.46999979019165,-13.962768529229388,0.8603723147077061,30.0,
2026-04-28,Daily Market Movers: Global Majors & Industry (28 Apr 2026),4,Chugai Pharmaceutical,7.0,,4519.T,1,2026-05-28,ok,2026-04-28 00:00:00+09:00,7869.5078125,2026-05-28 00:00:00+09:00,7674.2568359375,-2.4811078559749506,0.9751889214402505,30.0,
2026-04-28,Daily Market Movers: Global Majors & Industry (28 Apr 2026),5,Sumitomo Heavy Industries,6.0,,6302.T,1,2026-05-28,ok,2026-04-28 00:00:00+09:00,5475.48876953125,2026-05-28 00:00:00+09:00,5221.939453125,-4.6306243529736255,0.9536937564702638,30.0,
2026-04-28,Daily Market Movers: Global Majors & Industry (28 Apr 2026),6,Otsuka Holdings,5.0,29 Apr: Company reports Q1'26 results: Revenue up 8.2% year-on-year; EPS beats consensus by $0.16.,4578.T,1,2026-05-28,ok,2026-04-28 00:00:00+09:00,11077.3837890625,2026-05-28 00:00:00+09:00,11037.7509765625,-0.35778134309233134,0.9964221865690767,30.0,
2026-04-28,Daily Market Movers: Global Majors & Industry (28 Apr 2026),7,SBI Holdings,4.0,,8473.T,1,2026-05-28,ok,2026-04-28 00:00:00+09:00,3108.0,2026-05-28 00:00:00+09:00,2900.0,-6.692406692406692,0.9330759330759331,30.0,
2026-04-28,Daily Market Movers: Global Majors & Industry (28 Apr 2026),8,Kyowa Kirin,4.0,,4151.T,1,2026-05-28,ok,2026-04-28 00:00:00+09:00,2371.970703125,2026-05-28 00:00:00+09:00,2427.69482421875,2.3492752680433675,1.0234927526804336,30.0,
2026-04-28,Daily Market Movers: Global Majors & Industry (28 Apr 2026),9,Nurix Therapeutics,4.0,,NRIX,1,2026-05-28,ok,2026-04-28 00:00:00-04:00,17.079999923706055,2026-05-28 00:00:00-04:00,17.670000076293945,3.4543334614949526,1.0345433346149495,30.0,
2026-04-28,Daily Market Movers: Global Majors & Industry (28 Apr 2026),10,Shiseido,3.0,,4911.T,1,2026-05-28,ok,2026-04-28 00:00:00+09:00,3208.160400390625,2026-05-28 00:00:00+09:00,2669.513671875,-16.789893935790726,0.8321010606420928,30.0,
2026-04-29,Daily Market Movers: Global Majors & Industry (29 Apr 2026),1,ICON,13.0,,ICLR,1,2026-05-29,ok,2026-04-29 00:00:00-04:00,116.16999816894531,2026-05-29 00:00:00-04:00,136.07000732421875,17.130076154716793,1.171300761547168,30.0,
2026-04-29,Daily Market Movers: Global Majors & Industry (29 Apr 2026),2,DCC,9.0,,DCC.L,1,2026-05-29,ok,2026-04-29 00:00:00+01:00,5878.57275390625,2026-05-29 00:00:00+01:00,6005.0,2.1506452567035157,1.0215064525670352,30.0,
2026-04-29,Daily Market Movers: Global Majors & Industry (29 Apr 2026),3,Biogen,6.0,"29 Apr: Company announces Q1'26 results: total revenue of $2.5bn, increased 2% year-over-year; GAAP diluted EPS of $2.15, increased 31% year-over-year.",BIIB,1,2026-05-29,ok,2026-04-29 00:00:00-04:00,194.3800048828125,2026-05-29 00:00:00-04:00,196.0,0.8334165431080013,1.00833416543108,30.0,
2026-04-29,Daily Market Movers: Global Majors & Industry (29 Apr 2026),4,Spyre Therapeutics,5.0,,SYRE,1,2026-05-29,ok,2026-04-29 00:00:00-04:00,71.88999938964844,2026-05-29 00:00:00-04:00,73.5,2.2395334873008625,1.0223953348730086,30.0,
2026-04-29,Daily Market Movers: Global Majors & Industry (29 Apr 2026),5,Ionis Pharmaceuticals,4.0,29 Apr: Company announces Q1'26 results: total revenue increased 87% to $246m compared to $132m in the Q1'25.,IONS,1,2026-05-29,ok,2026-04-29 00:00:00-04:00,74.83000183105469,2026-05-29 00:00:00-04:00,76.5,2.2317227423242665,1.0223172274232426,30.0,
2026-04-29,Daily Market Movers: Global Majors & Industry (29 Apr 2026),6,Swedish Orphan Biovitrum,4.0,29 Apr: Shares rise a day after company reports Q1'26 results: total revenue increased 24% at CER and 11% at actual rates.,SOBI.ST,1,2026-05-29,ok,2026-04-29 00:00:00+02:00,420.0,2026-05-29 00:00:00+02:00,442.20001220703125,5.285717192150298,1.052857171921503,30.0,
2026-04-29,Daily Market Movers: Global Majors & Industry (29 Apr 2026),7,CVS Health,4.0,,CVS,1,2026-05-29,ok,2026-04-29 00:00:00-04:00,83.38377380371094,2026-05-29 00:00:00-04:00,90.42021179199219,8.438617811716382,1.0843861781171638,30.0,
2026-04-29,Daily Market Movers: Global Majors & Industry (29 Apr 2026),8,Kerry Group,3.0,,KRZ.IR,1,2026-05-29,ok,2026-04-29 00:00:00+01:00,69.8499984741211,2026-05-29 00:00:00+01:00,73.44999694824219,5.1538991449725895,1.051538991449726,30.0,
2026-04-29,Daily Market Movers: Global Majors & Industry (29 Apr 2026),9,BioArctic,3.0,,BIOA-B.ST,1,2026-05-29,ok,2026-04-29 00:00:00+02:00,316.324951171875,2026-05-29 00:00:00+02:00,352.3999938964844,11.40442528828781,1.114044252882878,30.0,
2026-04-29,Daily Market Movers: Global Majors & Industry (29 Apr 2026),10,Neurocrine Biosciences,2.0,29 Apr: Company announces that research published in The Journal of Clinical Psychiatry characterises patient-reported improvement with Ingrezza capsules across the KINECT clinical program.,NBIX,1,2026-05-29,ok,2026-04-29 00:00:00-04:00,131.22999572753906,2026-05-29 00:00:00-04:00,158.3000030517578,20.62791145739405,1.2062791145739404,30.0,
2026-04-30,Daily Market Movers: Global Majors & Industry (30 Apr 2026),1,Glaukos,23.0,30 Apr: Shares rise after Needham raised Company's price target and positive Q1'26 financial results.,GKOS,1,2026-05-30,ok,2026-04-30 00:00:00-04:00,143.6699981689453,2026-06-01 00:00:00-04:00,103.12000274658203,-28.224400319598725,0.7177559968040128,32.0,
2026-04-30,Daily Market Movers: Global Majors & Industry (30 Apr 2026),2,Prelude Therapeutics,22.0,,PRLD,1,2026-05-30,ok,2026-04-30 00:00:00-04:00,5.230000019073486,2026-06-01 00:00:00-04:00,3.819999933242798,-26.959848579130124,0.7304015142086988,32.0,
2026-04-30,Daily Market Movers: Global Majors & Industry (30 Apr 2026),3,uniQure,19.0,30 Apr: Company announces plans to submit a marketing authorisation application for AMT-130 for Huntington's disease in Q3'26.,QURE,1,2026-05-30,ok,2026-04-30 00:00:00-04:00,19.950000762939453,2026-06-01 00:00:00-04:00,28.219999313354492,41.45362523382946,1.4145362523382947,32.0,
2026-04-30,Daily Market Movers: Global Majors & Industry (30 Apr 2026),4,Artiva Biotherapeutics,19.0,,ARTV,1,2026-05-30,ok,2026-04-30 00:00:00-04:00,10.239999771118164,2026-06-01 00:00:00-04:00,7.460000038146973,-27.148435499111613,0.7285156450088839,32.0,
2026-04-30,Daily Market Movers: Global Majors & Industry (30 Apr 2026),5,Erasca,17.0,,ERAS,1,2026-05-30,ok,2026-04-30 00:00:00-04:00,10.649999618530273,2026-06-01 00:00:00-04:00,13.819999694824219,29.765259998492034,1.2976525999849202,32.0,
2026-04-30,Daily Market Movers: Global Majors & Industry (30 Apr 2026),6,Newron Pharmaceuticals,14.0,,NWRN.SW,1,2026-05-30,ok,2026-04-30 00:00:00+02:00,14.300000190734863,2026-06-01 00:00:00+02:00,13.079999923706055,-8.531470285009233,0.9146852971499077,32.0,
2026-04-30,Daily Market Movers: Global Majors & Industry (30 Apr 2026),7,Axsome Therapeutics,13.0,30 Apr: FDA approves Company's Auvelity for the treatment of agitation associated with dementia due to Alzheimer���s disease.,AXSM,1,2026-05-30,ok,2026-04-30 00:00:00-04:00,207.75,2026-06-01 00:00:00-04:00,230.25,10.830324909747292,1.108303249097473,32.0,
2026-04-30,Daily Market Movers: Global Majors & Industry (30 Apr 2026),8,Ginkgo Bioworks Holdings,13.0,,DNA,1,2026-05-30,ok,2026-04-30 00:00:00-04:00,8.460000038146973,2026-06-01 00:00:00-04:00,9.140000343322754,8.037828630137032,1.0803782863013702,32.0,
2026-04-30,Daily Market Movers: Global Majors & Industry (30 Apr 2026),9,Neumora Therapeutics,10.0,,NMRA,1,2026-05-30,ok,2026-04-30 00:00:00-04:00,2.4700000286102295,2026-06-01 00:00:00-04:00,1.8200000524520874,-26.31578820360869,0.7368421179639131,32.0,
2026-04-30,Daily Market Movers: Global Majors & Industry (30 Apr 2026),10,Zenas BioPharma,10.0,,ZBIO,1,2026-05-30,ok,2026-04-30 00:00:00-04:00,19.31999969482422,2026-06-01 00:00:00-04:00,18.170000076293945,-5.952379071922841,0.9404762092807716,32.0,
2026-05-01,Weekly Market Movers: Global Majors & Industry (01 May 2026),1,Toyota Tsusho,12.0,,8015.T,1,2026-06-01,ok,2026-05-01 00:00:00+09:00,6868.0,2026-06-01 00:00:00+09:00,6618.0,-3.6400698893418753,0.9635993011065812,31.0,
2026-05-01,Weekly Market Movers: Global Majors & Industry (01 May 2026),3,CVS Health,5.0,,CVS,1,2026-06-01,ok,2026-05-01 00:00:00-04:00,81.58490753173828,2026-06-01 00:00:00-04:00,90.06243133544922,10.39104420191075,1.1039104420191075,31.0,
2026-05-01,Weekly Market Movers: Global Majors & Industry (01 May 2026),4,Novonesis,4.0,,NSIS-B.CO,1,2026-06-01,ok,2026-05-01 00:00:00+02:00,397.5424499511719,2026-06-01 00:00:00+02:00,372.3727111816406,-6.331333615472441,0.9366866638452755,31.0,
2026-05-01,Weekly Market Movers: Global Majors & Industry (01 May 2026),5,argenx,4.0,,ARGX,1,2026-06-01,ok,2026-05-01 00:00:00-04:00,783.5,2026-06-01 00:00:00-04:00,836.0900268554688,6.712192323608009,1.06712192323608,31.0,
2026-05-01,Weekly Market Movers: Global Majors & Industry (01 May 2026),6,Natera,4.0,,NTRA,1,2026-06-01,ok,2026-05-01 00:00:00-04:00,207.27999877929688,2026-06-01 00:00:00-04:00,218.80999755859375,5.562523565804117,1.0556252356580411,31.0,
2026-05-01,Weekly Market Movers: Global Majors & Industry (01 May 2026),7,Otsuka Holdings,4.0,29 Apr: Company reports Q1'26 results: Revenue up 8.2% year-on-year; EPS beats consensus by $0.16.,4578.T,1,2026-06-01,ok,2026-05-01 00:00:00+09:00,11117.0166015625,2026-06-01 00:00:00+09:00,11295.365234375,1.6042850272206397,1.0160428502722063,31.0,
2026-05-01,Weekly Market Movers: Global Majors & Industry (01 May 2026),8,Insmed,4.0,,INSM,1,2026-06-01,ok,2026-05-01 00:00:00-04:00,133.25999450683594,2026-06-01 00:00:00-04:00,106.02999877929688,-20.43373619240411,0.7956626380759589,31.0,
2026-05-01,Weekly Market Movers: Global Majors & Industry (01 May 2026),9,Ajinomoto,3.0,,2802.T,1,2026-06-01,ok,2026-05-01 00:00:00+09:00,4882.0,2026-06-01 00:00:00+09:00,5380.0,10.20073740270381,1.1020073740270382,31.0,
2026-05-01,Weekly Market Movers: Global Majors & Industry (01 May 2026),10,United Therapeutics,3.0,,UTHR,1,2026-06-01,ok,2026-05-01 00:00:00-04:00,570.4000244140625,2026-06-01 00:00:00-04:00,544.6199951171875,-4.519640286368723,0.9548035971363128,31.0,
2026-05-04,Weekly Asia Market Movers: Global Majors & Industry (04 May 2026),1,LG Chem,13.0,,051910.KS,1,2026-06-04,ok,2026-05-04 00:00:00+09:00,429000.0,2026-06-04 00:00:00+09:00,352000.0,-17.94871794871795,0.8205128205128205,31.0,
2026-05-04,Daily Market Movers: Global Majors & Industry (04 May 2026),1,Celcuity,20.0,,CELC,1,2026-06-04,ok,2026-05-04 00:00:00-04:00,144.97999572753906,2026-06-04 00:00:00-04:00,92.47000122070312,-36.218786076886076,0.6378121392311393,31.0,
2026-05-04,Weekly Asia Market Movers: Global Majors & Industry (04 May 2026),2,Yakult Honsha,13.0,,2267.T,1,2026-06-04,ok,2026-05-07 00:00:00+09:00,2961.5,2026-06-04 00:00:00+09:00,2684.5,-9.35336822556137,0.9064663177443864,28.0,
2026-05-04,Weekly Asia Market Movers: Global Majors & Industry (04 May 2026),3,Teva Pharmaceutical Industries,13.0,,TEVA,1,2026-06-04,ok,2026-05-04 00:00:00-04:00,35.349998474121094,2026-06-04 00:00:00-04:00,34.43000030517578,-2.6025409014340455,0.9739745909856595,31.0,
2026-05-04,Daily Market Movers: Global Majors & Industry (04 May 2026),3,Ardelyx,15.0,,ARDX,1,2026-06-04,ok,2026-05-04 00:00:00-04:00,7.300000190734863,2026-06-04 00:00:00-04:00,5.400000095367432,-26.027397886631643,0.7397260211336836,31.0,
2026-05-04,Weekly Asia Market Movers: Global Majors & Industry (04 May 2026),4,Caliway Biopharmaceuticals,12.0,,6919.TW,1,2026-06-04,ok,2026-05-04 00:00:00+08:00,103.5,2026-06-04 00:00:00+08:00,96.4000015258789,-6.859901907363376,0.9314009809263663,31.0,
2026-05-04,Weekly Asia Market Movers: Global Majors & Industry (04 May 2026),5,Tianquan Pharmaceutical,11.0,,300702.SZ,1,2026-06-04,ok,2026-05-06 00:00:00+08:00,20.62642478942871,2026-06-04 00:00:00+08:00,18.09000015258789,-12.29696693796769,0.8770303306203231,29.0,
2026-05-04,Daily Market Movers: Global Majors & Industry (04 May 2026),5,Legend Biotech,13.0,,LEGN,1,2026-06-04,ok,2026-05-04 00:00:00-04:00,26.5,2026-06-04 00:00:00-04:00,34.20000076293945,29.056606652601708,1.290566066526017,31.0,
2026-05-04,Weekly Asia Market Movers: Global Majors & Industry (04 May 2026),6,Toyota Tsusho,11.0,,8015.T,1,2026-06-04,ok,2026-05-07 00:00:00+09:00,6840.0,2026-06-04 00:00:00+09:00,6436.0,-5.906432748538012,0.9409356725146198,28.0,
2026-05-04,Weekly Asia Market Movers: Global Majors & Industry (04 May 2026),7,Innovent Biologics,11.0,,1801.HK,1,2026-06-04,ok,2026-05-04 00:00:00+08:00,92.44999694824219,2026-06-04 00:00:00+08:00,76.4000015258789,-17.360731154322067,0.8263926884567794,31.0,
2026-05-04,Daily Market Movers: Global Majors & Industry (04 May 2026),8,AbCellera Biologics,11.0,,ABCL,1,2026-06-04,ok,2026-05-04 00:00:00-04:00,4.590000152587891,2026-06-04 00:00:00-04:00,6.369999885559082,38.779949320210996,1.38779949320211,31.0,
